,項番,出願番号,文献番号,"出願日
公知日
登録日",発明の名称,出願人,FI,出願日,count,month,year,FI_class,FI_subclass,FI_classJP,FI_subclassJP
170,171,特願2015-021091,特開2016-142708,"2015/02/05
2016/08/08
-",混相状態分布計測装置,株式会社豊田中央研究所,"G01N27/22@Z 
G01N27/04@Z",2015-02-05,1,2,2015,G01N,"G01N27/22
G01N27/04",['材料の化学的または物理的性質の決定による材料の調査または分析（参照，免疫分析以外の酵素または微生物を含む測定または試験Ｃ１２Ｍ，Ｃ１２Ｑ）'],"['容量の調査によるもの']
['抵抗の調査によるもの']"
171,172,特願2015-053377,特許5965012,"2015/03/17
2016/08/03
2016/07/08",液位検出方法及び液位検出装置、並びにこの液位検出装置を備えた工作機械,ＤＭＧ森精機株式会社,"G01F23/26@A 
G01F23/00@A 
G01F25/00@A",2015-03-17,1,3,2015,G01F,"G01F23/26
G01F23/00
G01F25/00",['体積，体積流量，質量流量，または液位の測定；体積による測定［２，５］'],"['電場または電磁場における液体または流動性固体の存在に起因するキャパシタまたはインダクタの容量または誘導係数の変化の測定によるもの']
['液位または流動性固体のレベルの指示または測定，例．体積による指示，警報器による指示']
['体積，体積流量，もしくは液位を測定するための，または体積によって計量するための装置の試験または較正']"
172,173,特願2015-202706,特開2016-126759,"2015/10/14
2016/07/11
-",端末内の情報分析に基づいたメッセージ提供方法、装置およびそれに対するコンピュータプログラム,アバウト タイム コーポレーション,"G06F13/00,550@A 
H04M1/00@R 
G06F13/00,540@P",2015-10-14,1,10,2015,"G06F
H04M","G06F13/00
H04M1/00@
G06F13/00","['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']
['電話通信（電話ケーブルを通して他の装置を制御するための回路であって電話機開閉装置に関わらないものＧ０８）']","['メモリ，入力／出力装置または中央処理ユニットの間の情報または他の信号の相互接続または転送（特定の入力／出力装置のためのインタフェース回路Ｇ０６Ｆ３／００，マルチプロセッサシステムＧ０６Ｆ１５／１６）［４］']
[]
['メモリ，入力／出力装置または中央処理ユニットの間の情報または他の信号の相互接続または転送（特定の入力／出力装置のためのインタフェース回路Ｇ０６Ｆ３／００，マルチプロセッサシステムＧ０６Ｆ１５／１６）［４］']"
173,174,特願2015-154753,特開2016-120271,"2015/08/05
2016/07/07
-",位相補正装置、行動識別装置、行動識別システム、マイクロコントローラ、位相補正方法、及びプログラム,ルネサスエレクトロニクス株式会社,"A61B5/10,310@A 
A61B5/11",2015-08-05,1,8,2015,A61B,"A61B5/10
A61B5/11",['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）'],"[]
['身体全体またはその部分の動きを測定するもの，例．頭または手の震えまたは４肢の運動性（脈はく測定のためのものＡ６１Ｂ５／０２）［５］']"
174,175,特願2015-239404,特開2016-119080,"2015/12/08
2016/06/30
-",運転者にメッセージを提供する適切な時を決定するシステムおよび方法,パロ・アルト・リサーチ・センター・インコーポレーテッド 他,"G08G1/0968@B 
H04M3/42@Z",2015-12-08,1,12,2015,"G08G
H04M","G08G1/096
H04M3/42@","['交通制御システム（鉄道交通の案内，保安Ｂ６１Ｌ；特に交通制御に適したレーダまたは類似の方式，ソナーまたはライダー方式Ｇ０１Ｓ１３／９１，Ｇ０１Ｓ１５／８８，Ｇ０１Ｓ１７／８８；特に衝突防止目的に適したレーダまたは類似の方式，ソナーまたはライダー方式Ｇ０１Ｓ１３／９３，Ｇ０１Ｓ１５／９３，Ｇ０１Ｓ１７／９３；陸上，水中，空中または宇宙用運送手段について，交通環境に特化しない位置，進路，高度または姿勢の制御Ｇ０５Ｄ１／００）［２］']
['電話通信（電話ケーブルを通して他の装置を制御するための回路であって電話機開閉装置に関わらないものＧ０８）']","['時間の経過を示しながら進行するマークをもつ表示装置，例．青信号の']
[]"
175,176,特願2014-250386,特開2016-114361,"2014/12/10
2016/06/23
-",測位方法、サーバ及びプログラム,ＰｉｃｏＣＥＬＡ株式会社,"G01S5/02@Z 
H04W64/00,110 
H04W4/04,190 
他",2014-12-10,1,12,2014,"他
G01S
H04W","G01S5/02@
H04W64/00
H04W4/04
他","[]
['無線による方位測定；無線による航行；電波の使用による距離または速度の決定；電波の反射または再輻射を用いる位置測定または存在探知；その他の波を用いる類似の装置']
['無線通信ネットワーク［２００９．０１］']","[]
['ネットワーク管理，例．モビリティマネージメント，のためのユーザまたは端末の位置検出［２００９．０１］']
[]
[]"
176,177,特願2014-253515,特開2016-113029,"2014/12/15
2016/06/23
-",鉄道車両状態監視装置,新日鐵住金株式会社 他,"B61K13/00@Z 
G01M17/00@F 
B61F5/24@Z 
他",2014-12-15,1,12,2014,"B61F
他
B61K
G01M","B61K13/00
G01M17/00
B61F5/24@
他","['鉄道車両懸架装置，例．台枠，台車または車軸装置；異なる軌間に使用する鉄道車両；鉄道車両の脱線防止；鉄道車両の車輪保護装置，障害物除去装置または類似のもの（車両用一般Ｂ６０；車軸または車輪Ｂ６０Ｂ；車両用タイヤＢ６０Ｃ）']
[]
['鉄道のための他の補助装置（エネルギー蓄積制動Ｂ６１Ｈ；天候の影響に対する軌道の保護Ｅ０１Ｂ；軌条清掃，除雪Ｅ０１Ｈ）']
['機械または構造物の静的または動的つり合い試験；他に分類されない構造物または装置の試験']","['鉄道のための他の補助装置または付属装置（安全ベルトまたは身体用ハーネスＡ６２Ｂ３５／００）']
['車両の試験（Ｇ０１Ｍ１５／００が優先；流体気密性試験Ｇ０１Ｍ３／００；ボデーまたはシャーシーの弾性特性の試験，例．ねじり試験Ｇ０１Ｍ５／００；車両の前照灯装置の心合わせ試験Ｇ０１Ｍ１１／０６）']
[]
[]"
177,178,特願2017-528811,特表2018-500818,"2015/11/30
2016/06/23
-",無線センサネットワークにおける協調セキュリティ,インテル コーポレイション,"H04W12/12 
H04W4/04,190 
H04W4/38",2015-11-30,1,11,2015,H04W,"H04W12/12
H04W4/04
H04W4/38",['無線通信ネットワーク［２００９．０１］'],"['不正行為の検出［２００９．０１］']
[]
['センサ情報の収集のためのもの［２０１８．０１］']"
178,179,特願2017-530157,特表2017-536906,"2015/12/03
2016/06/23
2018/03/02",ウェアラブル医療デバイスに関する活動分類及び通信システム,コーニンクレッカ フィリップス エヌ ヴェ,"A61B5/10,310@A 
A61B5/00,102@C 
A61B5/11",2015-12-03,1,12,2015,A61B,"A61B5/10
A61B5/00
A61B5/11",['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）'],"[]
['診断のための検出，測定または記録（放射線診断Ａ６１Ｂ６／００；超音波，音波または亜音波による診断のための測定Ａ６１Ｂ８／００）；個体の識別']
['身体全体またはその部分の動きを測定するもの，例．頭または手の震えまたは４肢の運動性（脈はく測定のためのものＡ６１Ｂ５／０２）［５］']"
179,180,特願2017-530140,特表2018-504676,"2015/11/10
2016/06/16
-",ヘテロジニアスコアデバイス上での機械学習のためのアプリケーションの特徴付け,クアルコム，インコーポレイテッド,"G06F9/06,620@R 
G06F11/34,138 
G06F11/34,142 
他",2015-11-10,1,11,2015,"他
G06F","G06F9/06
G06F11/34
G06F11/34
他","[]
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']","['プログラム記憶方式を用いるもの，すなわちプログラムを受取りまたは保持するために処理装置の内部記憶装置を用いるもの']
['コンピュータ動作の記録または統計的評価，例．故障時間のまたは入出力動作の記録または統計的評価［３］']
['コンピュータ動作の記録または統計的評価，例．故障時間のまたは入出力動作の記録または統計的評価［３］']
[]"
180,181,特願2017-527800,特表2018-504663,"2015/12/04
2016/06/09
-",ボディの画像化,マイフィジーク リミテッド,"G06T13/40 
A61B5/00@D 
G06T19/00@A 
他",2015-12-04,1,12,2015,"他
A61B
G06T","G06T13/40
A61B5/00@
G06T19/00
他","[]
['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）']
['イメージデータ処理または発生一般［６，８］']","['キャラクタ，例．人間，動物または仮想生物，についてのもの［２０１１．０１］']
[]
['コンピュータグラフィックスのための３Ｄモデルまたはイメージの操作［２０１１．０１］']
[]"
181,182,特願2014-237967,特開2016-099880,"2014/11/25
2016/05/30
2018/09/07",生体認証方法、生体認証プログラム、生体認証装置,富士通株式会社,"A61B5/10,361 
A61B5/10,360 
G06T7/00,510@E 
他",2014-11-25,1,11,2014,"他
A61B
G06T","A61B5/10
A61B5/10
G06T7/00
他","[]
['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）']
['イメージデータ処理または発生一般［６，８］']","[]
[]
['イメージ分析［２０１７．０１］']
[]"
182,183,特願2014-234693,特開2016-099165,"2014/11/19
2016/05/30
-",算出装置、測定システム、体重算出方法及びプログラム,ソニー株式会社,"G01G19/44@C 
G01G23/01@A 
G01G17/08 
他",2014-11-19,1,11,2014,"他
G01G","G01G19/44
G01G23/01
G01G17/08
他","[]
['重量測定']","['人間の体重を測定するもの']
['重量測定装置の試験または較正［３］']
['家畜の重量測定用']
[]"
183,184,特願2015-551885,再表2016/079828,"2014/11/19
2016/05/26
2017/01/06",打撃操作のためのユーザーインターフェースシステムと操作信号解析方法及びプログラム,ニャフーン・ゲームス・ピーティーイー・エルティーディー 他,"A63F13/428 
G06F3/0487 
A63F13/211 
他",2014-11-19,1,11,2014,"A63F
他
G06F","A63F13/42
G06F3/048
A63F13/21
他","['カードゲーム，盤上ゲーム，ルーレットゲーム；小遊技動体を用いる室内用ゲーム；ビデオゲーム；他に分類されないゲーム［５］']
[]
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']","['入力信号をゲームコマンドに対応付けることによるもの，例．タッチスクリーン上のスタイラスから仮想車両のステアリング角への変換の対応付け［２０１４．０１］']
['グラフィカルユーザインタフェース［ＧＵＩ］に基づく相互作用技術［８，２０１３．０１］']
['そのセンサー，目的または型式に特徴があるもの［２０１４．０１］']
[]"
184,185,特願2014-226356,特開2016-092648,"2014/11/06
2016/05/23
-",Ａ／Ｄ変換装置,合同会社ＳＰＣｈａｎｇｅ 他,"H03M1/10@A 
H03M1/46",2014-11-06,1,11,2014,H03M,"H03M1/10@
H03M1/46",['符号化，復号化または符号変換一般（流体的手段を用いるものＦ１５Ｃ４／００；光学的アナログ／デジタル変換器Ｇ０２Ｆ７／００；特殊な用途に特に適した符号化，復号化または符号変換は，関連するサブクラス，例．Ｇ０１Ｄ，Ｇ０１Ｒ，Ｇ０６Ｆ，Ｇ０６Ｔ，Ｇ０９Ｇ，Ｇ１０Ｌ，Ｇ１１Ｂ，Ｇ１１Ｃ，Ｈ０４Ｂ，Ｈ０４Ｌ，Ｈ０４Ｍ，Ｈ０４Ｎ，を参照；秘密の必要性を含む暗号または他の目的のための暗号化または暗号解読Ｇ０９Ｃ）［４］'],"[]
['変換器に基準値を供給するためのデジタル／アナログ変換器を持つもの［４］']"
